,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,TFT7_Augment_GuildLoot,TFT7_Augment_GuildGearUpgrades,TFT6_Augment_CyberneticShell2,7,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 1, 'TFT_Item_HextechGunblade', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Talon', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_RedBuff']","['TFT7_Xayah', 1, 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 2, 'TFT_Item_RedBuff', 'noItems', 'noItems']",,,,
11,TFT6_Augment_LudensEcho2,TFT6_Augment_TradeSectorPlus,TFT6_Augment_BlueBattery2,4,"['TFT7_Sett', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Karma', 3, 'TFT_Item_InfinityEdge', 'TFT_Item_JeweledGauntlet', 'TFT_Item_UnstableConcoction']","['TFT7_Leona', 3, 'TFT_Item_DragonsClaw', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Taric', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_IonicSpark']","['TFT7_Soraka', 1, 'TFT_Item_Chalice', 'noItems', 'noItems']",,,,
12,TFT6_Augment_CelestialBlessing2,TFT6_Augment_Diversify3,TFT6_Augment_SalvageBin,2,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_StatikkShiv', 'TFT_Item_ZekesHerald']","['TFT7_Hecarim', 2, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Talon', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Shroud', 'TFT_Item_MadredsBloodrazor']","['TFT7_Xayah', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RecurveBow', 'noItems']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']",,,
13,TFT7_Augment_JadeEmblem,TFT6_Augment_ThrillOfTheHunt1,TFT7_Augment_UrfsGrabBag1,7,"['TFT7_Leona', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RedBuff']","['TFT7_Taric', 2, 'TFT7_Item_MirageEmblemItem', 'noItems', 'noItems']","['TFT7_Yone', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 1, 'TFT_Item_Chalice', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT7_Item_JadeEmblemItem', 'noItems', 'noItems']","['TFT7_Neeko', 1, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_DragonBlue', 1, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_Quicksilver']","['TFT7_Yasuo', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_RapidFireCannon', 'TFT_Item_UnstableConcoction']",,,,
14,TFT6_Augment_PortableForge,TFT7_Augment_LategameSpecialist,TFT7_Augment_AstralIntercosmicGifts,6,"['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Deathblade']","['TFT7_Illaoi', 3, 'TFT4_Item_OrnnEternalWinter', 'TFT_Item_BrambleVest', 'TFT_Item_Redemption']","['TFT7_Talon', 1, 'TFT7_Item_SwiftshotEmblemItem', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_HextechGunblade', 'TFT_Item_UnstableConcoction', 'TFT_Item_GuinsoosRageblade']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']",,,,,
15,TFT6_Augment_PortableForge,TFT7_Augment_Preparation2,TFT7_Augment_BestFriends2,4,"['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 3, 'TFT_Item_ThiefsGloves', 'TFT_Item_SparringGloves', 'TFT_Item_Chalice']","['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_LastWhisper']","['TFT7_Braum', 3, 'TFT4_Item_OrnnRocketPropelledFist', 'TFT_Item_Redemption', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_BrambleVest', 'TFT_Item_RapidFireCannon']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
16,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_LategameSpecialist,TFT6_Augment_JeweledLotus,8,"['TFT7_Sejuani', 2, 'TFT_Item_ChainVest', 'noItems', 'noItems']","['TFT7_Shen', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Talon', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_Quicksilver', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']",,,,,
17,TFT6_Augment_RichGetRicher,TFT6_Augment_LudensEcho1,TFT6_Augment_JeweledLotus,8,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_AurelionSol', 2, 'TFT_Item_SpearOfShojin', 'TFT7_Item_MageEmblemItem', 'TFT_Item_RabadonsDeathcap']",,,,,
18,TFT7_Augment_AFK,TFT7_Augment_ScalescornEmblem,TFT6_Augment_CyberneticUplink2,6,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 3, 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge', 'TFT_Item_MadredsBloodrazor']","['TFT7_Braum', 3, 'TFT_Item_Redemption', 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark']","['TFT7_Ryze', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Diana', 2, 'TFT_Item_FrozenHeart', 'TFT_Item_NeedlesslyLargeRod', 'noItems']","['TFT7_Hecarim', 1, 'TFT7_Item_ScalescornEmblemItem', 'noItems', 'noItems']",,,,,
19,TFT6_Augment_SalvageBin,TFT6_Augment_ComponentGrabBag,TFT7_Augment_JadeTrait,2,"['TFT7_Taric', 2, 'TFT_Item_Redemption', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_PowerGauntlet']","['TFT7_Anivia', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff']","['TFT7_Neeko', 2, 'TFT_Item_Quicksilver', 'TFT_Item_Shroud', 'TFT_Item_RedBuff']","['TFT7_DragonGreen', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve']","['TFT7_Soraka', 2, 'TFT_Item_Spatula', 'noItems', 'noItems']",,,,,
20,TFT6_Augment_SunfireBoard,TFT6_Augment_CyberneticUplink1,TFT7_Augment_FirstAidKit2,2,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade', 'TFT_Item_GuinsoosRageblade']","['TFT7_Ryze', 2, 'TFT_Item_PowerGauntlet', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_Illaoi', 3, 'TFT_Item_TitanicHydra', 'TFT_Item_TitanicHydra', 'TFT_Item_TitansResolve']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_AoShin', 2, 'TFT7_Item_MageEmblemItem', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_HextechGunblade']",,,,,
21,TFT7_Augment_JadeTrait2,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_Ascension,2,"['TFT7_Nami', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_InfinityEdge', 'TFT_Item_SpearOfShojin']","['TFT7_Neeko', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Morellonomicon', 'TFT_Item_IonicSpark']","['TFT7_DragonGreen', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver', 'TFT_Item_TitansResolve']","['TFT7_Yasuo', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,,,
22,TFT6_Augment_CalculatedLoss,TFT7_Augment_Preparation2,TFT7_Augment_CannoneerRicochet,6,"['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 3, 'TFT_Item_RunaansHurricane', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_Deathblade', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Braum', 3, 'TFT_Item_BrambleVest', 'TFT_Item_GargoyleStoneplate', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,,
23,TFT6_Augment_CelestialBlessing2,TFT6_Augment_SecondWind1,TFT6_Augment_Diversify3,8,"['TFT7_Thresh', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_FrozenHeart', 'TFT_Item_IonicSpark']","['TFT7_Sylas', 2, 'TFT_Item_RedBuff', 'noItems', 'noItems']","['TFT7_Neeko', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_DragonsClaw', 'TFT_Item_Bloodthirster']","['TFT7_Ornn', 1, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']",,,,,,
24,TFT6_Augment_TrueTwos,TFT6_Augment_Distancing,TFT7_Augment_BruiserTitanicStrength,7,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT7_Item_AssassinEmblemItem', 'TFT_Item_InfinityEdge']","['TFT7_Ornn', 2, 'TFT_Item_RedBuff', 'TFT_Item_Redemption', 'TFT_Item_TitansResolve']","['TFT7_Pyke', 1, 'TFT_Item_UnstableConcoction', 'TFT_Item_RunaansHurricane', 'TFT_Item_IonicSpark']",,,,,
25,TFT6_Augment_PortableForge,TFT6_Augment_SecondWind2,TFT6_Augment_Diversify2,1,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 1, 'TFT_Item_JeweledGauntlet', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'TFT_Item_IonicSpark', 'TFT_Item_Morellonomicon', 'TFT_Item_Redemption']","['TFT7_Talon', 2, 'TFT4_Item_OrnnObsidianCleaver', 'noItems', 'noItems']","['TFT7_Xayah', 3, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_UnstableConcoction']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate', 'noItems']",,,,
26,TFT7_Augment_EvokerEmblem,TFT7_Augment_AxiomArc1,TFT7_Augment_GadgetExpert,7,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_Chalice', 'TFT_Item_StatikkShiv']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT7_Item_EvokerEmblemItem', 'TFT_Item_JeweledGauntlet', 'TFT_Item_StatikkShiv']","['TFT7_Sylas', 2, 'TFT_Item_SparringGloves', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,,
27,TFT6_Augment_TrueTwos,TFT6_Augment_PandorasItems,TFT6_Augment_ThrillOfTheHunt2,1,"['TFT7_Taric', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'TFT_Item_FrozenHeart']","['TFT7_Neeko', 2, 'TFT_Item_Redemption', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_GiantsBelt']","['TFT7_DragonPurple', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Pyke', 1, 'TFT_Item_Shroud', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_ZekesHerald']",,,,
28,TFT6_Augment_TrueTwos,TFT7_Augment_UrfsGrabBag2,TFT6_Augment_SecondWind2,4,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 1, 'TFT_Item_JeweledGauntlet', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Talon', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_GuardianAngel', 'TFT_Item_Bloodthirster']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT7_Item_AssassinEmblemItem', 'TFT_Item_InfinityEdge']","['TFT7_Ornn', 2, 'TFT_Item_PowerGauntlet', 'TFT_Item_FrozenHeart', 'noItems']",,,,,
29,TFT7_Augment_PandorasBench,TFT6_Augment_ItemGrabBag1,TFT6_Augment_PortableForge,4,"['TFT7_Vladimir', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'TFT_Item_IonicSpark', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'TFT_Item_Deathblade', 'TFT_Item_RecurveBow', 'noItems']","['TFT7_Nami', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Bloodthirster']","['TFT7_Illaoi', 3, 'TFT_Item_BrambleVest', 'TFT4_Item_OrnnAnimaVisage', 'TFT_Item_RedBuff']","['TFT7_AurelionSol', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_Quicksilver', 'TFT_Item_ArchangelsStaff']",,,,,
30,TFT7_Augment_TempestEyeOfTheStorm,TFT7_Augment_TempestEmblem2,TFT6_Augment_Ascension,2,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'TFT_Item_Quicksilver', 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade']","['TFT7_LeeSin', 3, 'TFT_Item_UnstableConcoction', 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT7_Item_TempestEmblemItem', 'TFT_Item_ArchangelsStaff', 'TFT_Item_ArchangelsStaff']","['TFT7_Ornn', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_LocketOfTheIronSolari', 'noItems']","['TFT7_Soraka', 2, 'noItems', 'noItems', 'noItems']",,,,
31,TFT7_Augment_LivingForge,TFT6_Augment_WindfallPlus,TFT6_Augment_SalvageBin,7,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT4_Item_OrnnEternalWinter', 'TFT_Item_RedBuff', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'noItems']","['TFT7_Ornn', 1, 'TFT4_Item_OrnnEternalWinter', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Yasuo', 1, 'TFT7_Item_MageEmblemItem', 'noItems', 'noItems']","['TFT7_Pyke', 2, 'TFT_Item_SeraphsEmbrace', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_InfinityEdge']",,,,,
